,"ID","Name","Datatype","Repeatable","Description","Legal Status","Level","Element","eformsNotice","sfNotice","Form type","eforms_xpath","name"
1379,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",1,8,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1380,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",2,8,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1381,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",3,8,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1382,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","M","I.4","Type of the contracting authority",7,1,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1383,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","M","I.4","Type of the contracting authority",19,24,"Competition","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1384,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","M","I.4","Type of the contracting authority",4,21,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1385,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.2","Type of the contracting authority",6,16,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1386,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","new term",,21,22,"Competition","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1387,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","M","I.4","Type of the contracting authority",16,2,"Competition","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1388,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority",33,21,"Result","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1389,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.2","Type of the contracting authority",31,18,"Result","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1390,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",25,15,"Direct award prenotification","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1391,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",26,15,"Direct award prenotification","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1392,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",27,15,"Direct award prenotification","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1393,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority (in the case of a notice published by a contracting authority)",28,15,"Direct award prenotification","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1394,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","new term",,22,19,"Competition","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1395,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","I.4","Type of the contracting authority",12,21,"Competition","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1396,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","new term",,3,22,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1397,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","M","I.4","Type of the contracting authority",32,25,"Result","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1398,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","new term",,8,4,"Planning","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
1399,"BT-11","        Buyer Legal Type","Code","No","The type of buyer according to procurement legislation (e.g. central government authority, body governed by public law, public undertaking).","O","new term",,11,4,"Competition","/*/cac:ContractingPartyType/cbc:PartyTypeCode[@listName='buyer-legal-type']","Buyer Legal Type"
