id,id,Name,eformsNotice,sfNotice,legal_status,eforms_xpath,BT,bt_description,bt_datatype,sfLevel,guidance,status,comments
3635,3635,Award Criterion Number Threshold,33,21,O,"[""/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AwardingTerms/cac:AwardingCriterion/cac:SubordinateAwardingCriterion/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efac:AwardCriterionStatistics/efbc:StatisticsCode[@listName='number-threshold']""]",BT-5423,"Whether the number linked to an award criterion is a type of threshold (e.g. a minimum score, a maximum number of tenders with the highest score passing).",Code,new term,"Map the code according to the [award criterion threshold mapping table], and map it to the award criterion number's `.threshold`.",done (spread from notice 29),
3636,3636,Place Performance Lot Identifier,33,21,M,[''],BT-1372,"An identifier of one or more lots. In case of PINs used only for information, the identifier of one or more parts of the notice that may later become lots or a self-standing procedures. The information in the place of performance section refers to this lot (or part) or these lots (or parts).",Identifier,II.2.1.1,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 1),
3637,3637,Place Performance Country Subdivision,33,21,M,"['/*/cac:ProcurementProject/cac:RealizedLocation/cbc:CountrySubentityCode', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:CountrySubentityCode']",BT-5071,The location according to the common classification of territorial units for statistics (NUTS). The NUTS3 classification code must be used.,Code,II.2.3.1,"Add an `Address` object to the item's `.deliveryAddresses` array, and map to its `.region`.\n\nThere's an open issue ([#739](https://github.com/open-contracting/standard/issues/739)) about region codes.",done (spread from notice 1),
3638,3638,Place Performance Street,33,21,O,"['/*/cac:ProcurementProject/cac:RealizedLocation/cbc:AdditionalStreetName', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cbc:StreetName /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cbc:AdditionalStreetName /*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Addres/cac:AddressLine/cbc:Line', '/*/cac:ProcurementProject/cac:RealizedLocation/cac:AddressLine/cbc:Line', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:StreetName']",BT-5101,"The name of the street, road, avenue, etc., of the place of performance and further identification (e.g. building number).",Text,II.2.3.2,"Map `cbc:StreetName` to the address' `.streetAddress`. If applicable, append `cbc:AdditionalStreetName` and each `cac:AddressLine/cbc:Line` to the address' `.streetAddress`, separating each string with ', ' (comma and space).",done (spread from notice 1),
3639,3639,Place Performance Post Code,33,21,O,"['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:PostalZone', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:PostalZone']",BT-5121,The postcode of the place of performance.,Text,II.2.3.2,Map to the address' `.postalCode`,done (spread from notice 1),
3640,3640,Place Performance City,33,21,O,"['/*/cac:ProcurementProject/cac:RealizedLocation/cbc:CityName', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:CityName']",BT-5131,"The name of the locality (city, town or village) of the place of performance.",Text,II.2.3.2,Map to the address' `.locality`,done (spread from notice 1),
3641,3641,Place Performance Country Code,33,21,M,"['/*/cac:ProcurementProject/cac:RealizedLocation/cac:Country/cbc:IdentificationCode', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cac:Country/cbc:IdentificationCode']",BT-5141,The country of the place of performance.,Code,II.2.3.2,"Translate to a country name, and map to the address' `.countryName`\n\nThere's an open issue ([#524](https://github.com/open-contracting/standard/issues/524)) to add a `.countryCode` field to the `Address` object, to avoid translation.",done (spread from notice 1),
3642,3642,Place Performance Services Other,33,21,M,"['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cac:Address/cbc:Region', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:Region']",BT-727,"There are other restrictions on the place of performance (e.g. ""anywhere in the European Economic Area"", ""anywhere in the given country""). ",Code,new term overall,"Retrieve [the label of the code](https://op.europa.eu/en/web/eu-vocabularies/concept-scheme/-/resource?uri=http://publications.europa.eu/resource/authority/other-place-service), and map it to the related items' `.deliveryLocation.description`",done (spread from notice 1),https://github.com/open-contracting/european-union-support/issues/55
3643,3643,Place Performance Additional Information,33,21,O,"['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:RealizedLocation/cbc:Description', '/*/cac:ProcurementProject/cac:RealizedLocation/cbc:Description']",BT-728,Additional information about the place of performance.,Text,II.2.3.2,Map to the item's `.deliveryLocation.description`,done (spread from notice 1),
3644,3644,Additional Information Lot Identifier,33,21,M,[''],BT-13715,"An identifier of one or more lots. In case of PINs used only for information, the identifier of one or more parts of the notice that may later become lots or a self-standing procedures. The information in the additional information section refer this lot (or part) or these lots (or parts).",Identifier,II.2.1.1,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 11),
3645,3645,Additional Information,33,21,O,"['/*/cac:ProcurementProject/cbc:Note', '/*/cac:ProcurementProjectLot/cac:ProcurementProject/cbc:Note']",BT-300,Any information not mentioned elsewhere.,Text,II.2.14,Map to the release's `description`,done (spread from notice 1),
3646,3646,Procurement Relaunch,33,21,O,"['/*/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efbc:ProcedureRelaunchIndicator', '/ContractAwardNotice/cac:ProcurementProjectLot/cac:TenderingProcess/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/efext:EformsExtension/efbc:ProcedureRelaunchIndicator']",BT-634,This cancelled or unsuccessful procedure or lot will be relaunched.,Indicator,new term overall,,issue (spread from notice 10),https://github.com/open-contracting/european-union-support/issues/84
3647,3647,PIN Competition Termination,33,21,O,['/ContractAwardNotice/cac:TenderingProcess/cbc:TerminatedIndicator'],BT-756,"The prior information notice used as a call for competition (or a specific lot) is terminated. No further contracts, besides those published in this notice, will be awarded following this prior information notice used as a call for competition. This field can be used even if no contracts are awarded in the contract award notice.",Indicator,IV.2.9.1,Set `tender.status` to 'complete',done (spread from notice 29),
3648,3648,Strategic Procurement,33,21,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='strategic-procurement']""]",BT-06,"Use of a technical specification, selection criterion, award criterion, or contract performance condition aims to reduce the environmental impacts of the procurement, fulfil social objectives and/or buy an innovative work, supply or service.",Code,new term overall,,,
3649,3649,Strategic Procurement Notice Section Identifier,33,21,M,[''],BT-13721,An identifier of one or more sections within this notice. The information in the strategic procurement section refers to this section or these sections.,Identifier,new term overall,No guidance. Relationships are either implied by the XML structure or explicit via references from a section to the organization.,done (spread from notice 10),
3650,3650,Accessibility,33,21,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='accessibility']""]",BT-754,The use of accessibility criteria for persons with disabilities in the technical specifications.,Code,new term overall,,,
3651,3651,Accessibility Justification,33,21,O,['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/cbc:Description'],BT-755,The justification for not including accessibility criteria even though the procurement is intended for use by natural persons.,Text,new term overall,,,
3652,3652,Green Procurement,33,21,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='environmental-impact']""]",BT-774,"An approach to reducing the environmental impacts of the work, supply or service (e.g. requesting compliance with an environmental label).",Code,new term overall,,,
3653,3653,Social Procurement,33,21,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='social-procurement']""]",BT-775,"A social objective promoted by the works, supplies or services (e.g. fair working conditions).",Code,new term overall,,,
3654,3654,Innovative Procurement,33,21,O,"[""/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/cbc:ProcurementTypeCode[@listName='innovative-acquisition']""]",BT-776,"An indication that innovative works, supplies or services are being bought (e.g. the procured works, supplies or services being novel for the whole market).",Code,new term overall,,,
3655,3655,Strategic Procurement Description,33,21,O,['/*/cac:ProcurementProjectLot/cac:ProcurementProject/cac:ProcurementAdditionalType/ext:UBLExtensions/ext:UBLExtension/ext:ExtensionContent/cbc:Description'],BT-777,"Description of the use of a technical specification, selection criterion, award criterion, or contract performance condition aims to reduce the environmental impacts of the procurement, fulfil social objectives and/or buy an innovative work, supply or service.",Text,new term overall,,,
3656,3656,Unpublished Identifier,33,21,O,[''],BT-195,"Identifier of the field that shall not be immediately published. Only fields concerning the Result value and groups of fields concerning the Tender and Procedure Lot Result can be unpublished. In the case of the sectoral Directive, the award criteria, the procurement procedure, certain dates and in certain cases information about the nature and quantity of a service can be unpublished as well.",Identifier,new term overall,,,
3657,3657,Unpublished Justification Description,33,21,O,[''],BT-196,The justification for not immediately publishing a field and for the choice of a later date at which it can be published.,Text,new term overall,,,
3658,3658,Unpublished Justification Code,33,21,O,[''],BT-197,The justification for not immediately publishing a field.,Code,new term overall,,,
3659,3659,Unpublished Accessibility Date,33,21,O,[''],BT-198,The later date at which the originally unpublished field shall be published.,Date,new term overall,,,
3660,3660,Procedure Legal Basis,34,21,M,"['/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:ID', '/*/cac:TenderingTerms/cac:ProcurementLegislationDocumentReference/cbc:DocumentDescription', '/*/cbc:RegulatoryDomain']",BT-01,"The legal basis (e.g. a European Directive or Regulation, national law) under which the procurement procedure takes place.",Code,new term overall,"Set `tender.legalBasis.scheme` to ['CELEX'](https://eur-lex.europa.eu/content/help/faq/intro.html#help8), and map to `tender.legalBasis.id`",done (spread from notice 1), Closed: https://github.com/open-contracting/european-union-support/issues/53
3661,3661,Notice Type,34,21,M,['/*/cbc:NoticeTypeCode'],BT-02,The type of notice according to procurement legislation.,Code,new term overall,Discard.,done (spread from notice 1),
3662,3662,Form Type,34,21,M,['/*/cbc:NoticeTypeCode/@listName'],BT-03,The type of form according to procurement legislation.,Code,new term overall,"Add 'planning' to tag, and set `tender.status` to 'planned'",done (spread from notice 1),
3663,3663,Procedure Identifier,34,21,M,['/*/cbc:ContractFolderID'],BT-04,"The European Public Procurement Procedure Identifier, a unique identifier of a procurement procedure. Including this identifier in all published versions of this notice (e.g. published on TED, national publication portals, regional publication portals) allows unique identification of procurement procedures around the EU.",Identifier,new term overall,Map to `tender.id`,done (spread from notice 10),https://github.com/open-contracting/european-union-support/issues/67
3664,3664,Notice Dispatch Date,34,21,M,"['/*/cbc:IssueDate', '/*/cbc:IssueTime']",BT-05,The date and time when the notice has been sent to TED.,Date,VI.5,"Combine the date and time into [a valid date time](https://standard.open-contracting.org/latest/en/schema/reference/?highlight=dates#date), and map to the release's `date`",done (spread from notice 1),
3665,3665,Notice Identifier,34,21,M,['/*/cbc:ID'],BT-701,"The European Public Procurement Notice Identifier of this notice. Including this identifier in all published version of this notice (e.g. TED, national publication portals, regional publication portals) allows unique identification of procurement notices around the EU.",Identifier,new term overall,Refer to the **guidance for common operations (create a new release)**.,done (spread from notice 1), 
3666,3666,Notice Official Language,34,21,M,"['/*/cac:AdditionalNoticeLanguage/cbc:ID', '/*/cbc:NoticeLanguageCode']",BT-702,The language(s) in which this notice is officially available. These linguistic versions are equally legally valid.,Code,new term overall,"Lowercase `/*/cbc:NoticeLanguageCode`, and map to `language`.\n\nDiscard `/*/cac:AdditionalNoticeLanguage/cbc:ID`.",done (spread from notice 1),
3667,3667,Notice Publication Date Preferred,34,21,O,['/*/cbc:RequestedPublicationDate'],BT-738,The preferred date of publication of the notice on TED (e.g. to avoid publication during a national holiday). ,Date,new term overall,"[Format the date](common-operations), and map to `tender.communication.noticeRequestedPublicationDate`.",done (spread from notice 1),https://github.com/open-contracting/european-union-support/issues/55
3668,3668,Notice Version,34,21,M,['/*/cbc:VersionID'],BT-757,"The version of the notice. This helps, for example, to avoid errors caused by multiple change notices sent at a similar time.",Identifier,new term overall,Discard.,done (spread from notice 1),
3669,3669,Communication Lot Identifier,34,21,M,[''],BT-13712,"An identifier of one or more lots. In case of PINs used only for information, the identifier of one or more parts of the notice that may later become lots or a self-standing procedures.  The information in the communication section refers to this lot (or part) or these lots (or parts).",Identifier,new term,Refer to the [guidance for lot identifiers](common-operations lot identifier).,done (spread from notice 10),
3670,3670,Review Deadline Description,34,21,O,['/*/cac:ProcurementProjectLot/cac:TenderingTerms/cac:AppealTerms/cac:PresentationPeriod/cbc:Description'],BT-99,The description of the time limits for review procedures.,Text,VI.4.3,Map to the lot's `.reviewDetails`,done (spread from notice 16),
3671,3671,Previous Planning Identifier,34,21,M,"['/*/cac:ProcurementProjectLot/cac:NoticeDocumentReference/cbc:ID', '/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:NoticeDocumentReference/cbc:VersionID']",BT-125,The identifier of a prior information notice or another similar notice related to this notice.,Identifier,IV.2.1,[Reference a previous publication](../../operations/#reference-a-previous-publication),done (spread from notice 1),https://github.com/open-contracting/european-union-support/issues/54
3672,3672,Previous Planning Part Identifier,34,21,M,['/*/cac:ProcurementProjectLot/cac:TenderingProcess/cac:NoticeDocumentReference/cbc:ReferencedDocumentInternalAddress'],BT-1251,The identifier of a part of a prior information notice or another similar notice related to this notice.,Identifier,new term overall,"[Reference a previous publication](../../operations/#reference-a-previous-publication), and map to `.lotId`.",done (spread from notice 1),https://github.com/open-contracting/european-union-support/issues/54
3673,3673,Previous Planning Lot Identifier,34,21,M,[''],BT-1371,"An identifier of one or more lots. In case of a prior information notice used only for information, the identifier of a part of the notice that may later become a lot or a self-standing procedure. The information in the previous planning section refers to this lot (or part) or these lots (or parts).",Identifier,new term overall,[Reference a previous publication](../../operations/#reference-a-previous-publication),done (spread from notice 1),https://github.com/open-contracting/european-union-support/issues/54
